0.0	1.0
4.09576022144	3.86788218176
7.65129099634	6.4673306733
10.7304045478	8.82392811836
13.3860909748	10.9589160629
15.6628539849	12.8901313241
17.598442748	14.6327007051
19.2251592259	16.1995658039
20.5708607901	17.6018858599
21.659740067	18.8493514277
22.5129392202	19.9504317814
23.1490393672	20.9125723407
23.5844545634	21.7423539042
23.8337519672	22.4456223462
23.9099142748	23.0275952173
23.8245565543	23.4929501081
23.5881067271	23.8458984742
23.2099568242	24.0902477779
22.6985905647	24.2294541609
22.0616916135	24.2666673878
21.3062359665	24.2047694354
20.4385712207	24.0464078221
19.4644849404	23.794024553
18.3892639136	23.4498813895
17.2177457595	23.016082013
15.9543640821	22.4945915508
14.6031881556	21.8872538422
13.1679579583	21.1958067583
11.6521152313	20.4218958309
10.0588311275	19.5670864024
8.39103092597	18.6328744718
6.65141620646	17.6206963817
4.8424848205	16.5319374696
2.96654893969	15.3679397835
1.02575141978	14.1300089502
-0.97791931811	12.8194202692
-3.04261571871	11.4374240962
-5.16661869118	9.98525057322
-7.34832625209	8.46411375478
-9.58624310789	6.87521517476
-11.8789710869	5.21974689682
-14.2252003441	3.49889408601
-16.6237012717	1.7138371387
-18.8965249644	0
