0.0	0.0	0.0	0.0
1.06066017178	1.06066017178	1.06066017178	1.01161017178
2.12132034356	2.02322034356	2.12132034356	1.92512034356
3.18198051534	2.88768051534	3.18198051534	2.74053051534
4.24264068712	3.65404068712	4.24264068712	3.45784068712
5.3033008589	4.3223008589	5.3033008589	4.0770508589
6.36396103068	4.89246103068	6.36396103068	4.59816103068
7.42462120246	5.36452120246	7.42462120246	5.02117120246
8.48528137424	5.73848137424	8.48528137424	5.34608137424
9.54594154602	6.01434154602	9.54594154602	5.57289154602
10.6066017178	6.1921017178	10.6066017178	5.7016017178
11.6672618896	6.27176188958	11.6672618896	5.73221188958
12.7279220614	6.25332206136	12.7279220614	5.66472206136
13.7885822331	6.13678223314	13.7885822331	5.49913223314
14.8492424049	5.92214240492	14.8492424049	5.23544240492
15.9099025767	5.6094025767	15.9099025767	4.8736525767
16.9705627485	5.19856274848	16.9705627485	4.41376274848
18.0312229203	4.68962292026	18.0312229203	3.85577292026
19.091883092	4.08258309204	19.091883092	3.19968309204
20.1525432638	3.37744326382	20.1525432638	2.44549326382
21.2132034356	2.5742034356	21.2132034356	1.5932034356
22.2738636074	1.67286360738	22.2738636074	0.642813607376
23.3345237792	0.673423779156	23.3345237792	-0.405676220844
