3	2.6666666666666665
5	3.2
8	3.5
10	3.6
25	2.88
50	3.2
75	3.2533333333333334
100	3.24
250	3.168
500	3.2
750	3.1786666666666665
1000	3.14
2500	3.1552
5000	3.1168
7500	3.1157333333333335
10000	3.1108
25000	3.11104
50000	3.12464
75000	3.128746666666667
100000	3.1344
250000	3.142256
500000	3.141296
750000	3.142224
1000000	3.141588
2500000	3.1418032
5000000	3.1419904
7500000	3.1417733333333335
10000000	3.1415376
25000000	3.14157504
50000000	3.14177056
75000000	3.141583626666667
100000000	3.14158736
250000000	3.141591392
500000000	3.1416012
750000000	3.141593856
1000000000	3.141548736
