3	2.6666666666666665
5	3.2
8	3.5
10	3.6
25	3.2
50	3.44
75	3.3066666666666666
100	3.28
250	3.088
500	3.136
750	3.1626666666666665
1000	3.184
2500	3.1424
5000	3.1424
7500	3.1392
10000	3.14
25000	3.12912
50000	3.13824
75000	3.1422933333333334
100000	3.14236
250000	3.141504
500000	3.142176
750000	3.14088
1000000	3.14048
2500000	3.1412304
5000000	3.1416224
7500000	3.1419056
10000000	3.1419788
25000000	3.14138768
50000000	3.1414804
75000000	3.1416036266666665
100000000	3.14167156
250000000	3.141707008
500000000	3.1417956
750000000	3.141685856
1000000000	3.141690048
